"c_0","c_2","c_3","c_4"
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:44:15,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:44:45,-0.000147169999998198,0.00098800000000665
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:45:15,0.000311680000002923,0.00231970000001525
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:45:45,0.000253149999998925,0.00132679999998686
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:46:15,-0.00209790000000254,0.00162389999999846
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:46:45,-0.000409210000000826,0.00121559999999477
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:47:15,-2.3629999994057e-05,0.000721900000002051
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:47:45,-0.000292480000005924,-0.000498700000008512
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:48:15,0.000113890000001504,-4.9999999987449e-05
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 15:48:45,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 16:59:11,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 16:59:41,0.000163890000003164,-0.000149999999990769
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:00:11,-0.000190480000000548,-0.00083910000000742
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:00:41,0.00109701999999601,-0.00066449999999918
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:01:11,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:01:41,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:02:11,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:02:41,0.00169198000000392,-0.00128449999999702
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:03:11,0.00139069000000092,-0.000903899999997293
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:03:41,-0.000175859999998806,-0.00266190000002098
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:04:11,-0.0013705500000043,8.20000002477173e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:04:41,-0.000223359999999673,-0.000904300000001967
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:05:11,-0.00013610999999969,-0.000166600000000017
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:05:41,-2.22199999981854e-05,5.49999998611383e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 17:06:11,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:45:23,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:45:53,3.61099999963699e-05,5.60000000859873e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:46:23,-9.39500000001203e-05,-0.000539400000008072
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:46:53,-7.99999995138023e-08,-4.39999999457541e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:47:23,-0.000622180000000583,-1.78999999889129e-05
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:47:53,-0.00123663999999479,-0.00165860000001317
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:48:23,-0.00280851000000126,0.00039100000000758
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:48:53,-0.000351550000004863,0.000149800000002642
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:49:23,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:49:53,-0.0019926999999953,0.000925899999998592
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:50:23,-0.00367957000000274,9.06999999870095e-05
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:50:53,-0.00147347000000053,0.000444500000014614
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:51:23,3.07000000532298e-06,-2.30000000556174e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:51:53,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:52:23,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:52:53,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:53:23,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:53:53,0,0
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:54:23,-8.82000000501648e-06,6.3999999895259e-06
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:54:53,-7.73100000017735e-05,0.000205200000010564
"f279ca29a05e54c6fcbcb334e8ccf453",2016-04-14 23:55:23,0.00334645000000222,-0.000602799999995796
