"c_0","c_2","c_3","c_4"
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:35:50,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:36:20,-3.61100000034753e-05,0.000374999999991132
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:36:50,-0.000705979999999329,-0.000636499999984608
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:37:20,-0.000483689999995818,-0.00105949999999666
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:37:50,0.000164869999998984,-0.0015414000000078
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:38:20,0.000280050000000642,-0.000269599999995762
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:38:50,2.68099999942706e-05,-2.58000000030734e-05
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:39:20,-0.000788239999998552,-0.00259130000000596
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:39:50,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:40:20,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:40:50,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:41:20,-0.00120684000000182,-0.00470070000000078
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:41:50,-0.00101572999999888,-0.00365759999999682
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:42:20,-0.000579729999998335,-0.00129049999998188
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:42:50,-0.00137276000000242,-0.00291210000000319
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:43:20,-0.000978849999995646,-0.00152909999999906
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:43:50,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:44:20,-0.00175330000000429,-0.00226729999999975
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:44:50,-0.00349392999999765,2.8599999978951e-05
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:45:20,-0.00382548999999699,-0.000468599999976504
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:45:50,-0.00367521000000437,-0.00132810000002337
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:46:20,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:48:32,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:49:02,0.00533573999999959,0.00170639999998912
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:49:32,0.00295734999999553,0.00222780000001421
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:50:02,0.000832850000001883,0.00693609999999012
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:50:32,0.000251640000001885,0.00145760000000905
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:51:02,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:51:32,0,0
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:52:02,0.000348269999996376,0.00112599999999929
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:52:32,0.0012630100000024,0.00339069999998287
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:53:02,0.000517219999998986,0.00402160000001572
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:53:32,0.00101769999999846,0.000728199999997514
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:54:02,0.00171989000000394,-0.00139310000000137
"aafa3539f291fc8f0c3797b035279a82",2016-04-17 14:54:32,0.00146070000000265,-0.000620200000014393
