"c_0","c_2","c_3","c_4"
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:36:46,0,0
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:37:16,0,0
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:37:46,0.000222220000004825,-0.000155599999999367
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:38:16,-0.000386110000000883,-0.000413899999983869
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:38:46,9.4449999998858e-05,-0.000650000000007367
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:39:16,0.00106725999999924,-6.1499999986836e-05
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:39:46,-0.000377780000000882,0.00180439999999749
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:40:16,-0.00146386999999493,0.000545499999986987
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:40:46,0,0
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:41:16,0,0
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:41:46,0,0
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:42:16,0.000265710000000752,0.00158460000000105
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:42:46,0.000133629999993445,0.00043790000000854
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:43:16,0.000441500000000872,0.00143090000000257
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:43:46,0.00085724000000198,0.00273989999999458
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:44:16,-0.000718870000000038,0.00327099999998381
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:44:46,-0.00127338000000066,0.00132680000001528
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:45:16,-0.00266883999999834,0.00139999999998963
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:45:46,-0.00347590999999881,0.00320340000001806
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:46:16,-0.00170022000000358,0.000806999999980462
"f5bd957eb51485110bb8cce1925a72e7",2016-04-16 18:46:46,-0.002369029999997,0.00200840000002245
