"c_0","c_2","c_3","c_4"
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:22:24,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:22:54,-0.00133380999999844,0.000138899999996056
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:23:24,-0.00491456000000312,0.00240539999998646
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:23:54,0.00141742000000278,-0.00055859999997665
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:24:24,0.00211425999999904,0.00349209999998834
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:24:54,0.00261232000000433,0.00789320000001226
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:25:24,-0.0027799500000043,0.00709139999997888
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:25:54,-0.00717877999999672,0.00585320000001843
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:26:24,-0.00879001999999929,0.00509180000000242
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:26:54,-0.000144640000002028,0.0124628999999743
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:27:24,0.00103325999999981,0.0124342000000013
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:27:54,-0.000557149999998785,0.0129104000000098
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:28:24,-0.0053328300000004,0.0105958000000044
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:28:54,-0.00558613999999835,0.00988300000000208
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:29:24,-0.000956110000004173,0.0112219000000096
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:29:54,-0.00176328999999953,0.012122799999986
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:30:24,-0.00207203000000078,0.0121265999999878
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:30:54,-0.00216537000000017,0.0126782000000105
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:31:24,-0.00221731999999975,0.0131751000000122
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:31:54,-0.00201330000000155,0.0124171999999874
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:32:24,-0.00199758999999489,0.0116667000000064
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:32:54,-0.00187775000000556,0.0105786999999964
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:33:24,-0.00153412999999603,0.00886310000001344
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:33:54,0.000383329999998239,0.00862179999998602
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:34:24,0.00232926000000333,0.00590070000001219
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:34:54,0.000348459999997885,0.00696039999999698
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:35:24,0.00121567000000056,0.0065501999999924
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:35:54,0.00172374000000275,0.00616139999999632
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:36:24,0.00261974000000009,0.00566929999999388
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:36:54,0.00191133999999948,0.00699480000000108
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:37:24,0.00174238999999687,0.0062614999999937
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:37:54,-0.000440150000002859,0.00788330000000315
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:38:24,-0.0079269499999981,0.00366440000001944
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:38:54,-0.00310239999999595,0.00786359999997899
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:39:24,-0.000688000000003797,0.00405070000002183
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:39:54,0.000542230000000643,0.00476770000000215
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:40:24,-0.000120129999999108,0.00755780000000073
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:40:54,-0.000265370000001042,0.00644869999999287
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:41:24,-0.000197890000002587,0.00480859999998984
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:41:54,-0.00124606999999344,0.00519049999999765
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:42:24,-0.0027981000000068,0.00352920000000267
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:42:54,-0.000133329999997045,0.000202500000000327
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:43:24,-0.00252455999999768,0.00443709999998987
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:43:54,-0.00289005000000486,0.00302380000002245
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:44:24,-0.000127779999999689,0.000159499999995205
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:44:54,0.000943740000003856,0.00159099999999057
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:45:24,0.00277050999999773,0.00257020000000807
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:45:54,0.00487156999999883,0.00132750000000215
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:46:24,0.00621087000000387,0.00179059999999254
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:46:54,0.00301670999999715,0.000741800000014337
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:47:24,0.00285241000000269,0.000586299999980611
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:47:54,0.00291418999999848,0.000621399999999994
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:48:24,0.00160559999999776,0.00115759999999909
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:48:54,0.00133681000000507,0.000383200000015904
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:49:24,0.000467869999994264,-0.000215499999995927
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 06:49:54,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:45:49,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:46:19,-0.00145695999999873,-0.000147999999995818
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:46:49,-0.00180268000000439,-0.000391700000022865
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:47:19,-3.61999999967111e-05,-7.79999999167558e-06
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:47:49,-4.80500000037409e-05,-1.02999999853637e-05
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:48:19,5.23100000009435e-05,-0.000415099999997892
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:48:49,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:49:19,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:49:49,0,0
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:50:19,-0.00171423999999831,-0.00088570000002619
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:50:49,-0.00171635000000236,-0.00036529999999857
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:51:19,-0.00204387999999511,-0.000414799999987281
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:51:49,-0.00403507000000047,-0.00114930000000868
"02dae3bcbc7dfc8201e9115063846a0a",2016-04-13 16:52:19,-0.00325176999999854,-0.000930299999993167
