"c_0","c_2","c_3","c_4"
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-15 17:24:26,0,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-15 17:24:56,-0.00128712000000064,3.60000001364824e-06
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-15 17:25:26,-5.2779999997199e-05,-2.77999999980239e-05
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-15 17:25:56,0,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:50:54,0,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:51:24,2.77000000181715e-06,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:51:54,0.000545189999996865,-4.87000000077842e-05
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:52:24,0.00165634000000381,0.000279799999987063
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:52:54,0.000180509999999856,2.96999999989112e-05
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:53:24,0.000459539999994263,7.46999999989839e-05
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:53:54,-3.71399999963273e-05,0.00109880000002249
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:54:24,0,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:54:54,-0.000213649999999177,0.00234109999999532
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:55:24,-0.000789380000000506,0.000637199999999893
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:55:54,-0.00137939000000387,-0.000283499999994774
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:56:24,-0.00179281999999859,-0.000384200000013379
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:56:54,-0.00349968999999817,-0.00166390000001115
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:57:24,-0.00520518999999808,-0.00272699999999304
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:57:54,-0.00101563999999854,-0.000437699999991992
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:58:24,-0.00295149000000094,0.00085099999998306
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:58:54,-0.00394227000000313,0.000673700000021427
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:59:24,-0.0023557700000012,0.00079420000000141
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 01:59:54,0,0
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 02:00:24,-0.0002782799999963,0.000274599999983138
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 02:00:54,0.00138916999999594,0.0056030000000078
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 02:01:24,0.000370350000004294,0.00365709999999808
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 02:01:54,8.18999999978587e-05,0.00273310000000038
"34652d8d8733dd86d15f6ef61cdb7825",2016-04-16 02:02:24,3.19899999965401e-05,0.00121680000000879
