"c_0","c_2","c_3","c_4"
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:12:12,0,0
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:12:42,-5.55000000446171e-06,0.000516699999991488
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:13:12,0.00108001000000257,-0.000605600000000095
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:13:42,0.000672780000002149,0.000275400000006698
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:14:12,0.000229900000000782,0.000108599999990133
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:14:42,4.9300000000585e-05,1.65000000009741e-05
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:15:12,5.10999999647765e-06,0.000103000000009956
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:15:42,-5.37700000009522e-05,0.000274499999989075
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:16:12,0,0
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:16:42,0,0
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:17:12,0,9.50000000443652e-06
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:17:42,0.00267708999999883,-0.00102479999999616
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:18:12,0.00130221000000574,-0.000345199999998158
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:18:42,0.000584519999996758,0.000510199999993688
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:19:12,0.000813950000001284,6.57000000074959e-05
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:19:42,6.17899999966198e-05,-4.02000000008229e-05
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:20:12,0.000270670000006135,-0.000334399999999846
"e0e684e36beb18ad2dff236e0f4ea4c4",2016-04-02 10:20:42,0.000295649999998204,-0.000277900000000386
